ts_iso,ts,last_price,paper_qty,paper_avg_px,realized,unrealized,equity
2025-11-21T05:30:00+05:30,1763683200000,85414.9,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-20T17:30:00+05:30,1763640000000,86601.3,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T05:30:00+05:30,1763683200000,82279.1,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85093.5,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85093.5,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85093.5,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85093.5,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85093.5,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85093.5,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85111.0,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85111.0,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85111.0,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85111.0,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85111.0,0.0,0.0,0.0,0.0,10000.0
2025-11-21T17:30:00+05:30,1763726400000,85111.0,0.0,0.0,0.0,0.0,10000.0
2025-11-22T05:30:00+05:30,1763769600000,84062.0,0.0,0.0,0.0,0.0,10000.0
2025-11-22T05:30:00+05:30,1763769600000,84062.0,0.0,0.0,0.0,0.0,10000.0
2025-11-22T05:30:00+05:30,1763769600000,84062.0,0.0,0.0,0.0,0.0,10000.0
2025-11-22T05:30:00+05:30,1763769600000,84062.0,0.0,0.0,0.0,0.0,10000.0
